date,rest,website
2023-03-06 08:40:38.173050+01:00,0.29565217391304,34.0
2023-03-06 08:45:39.298017+01:00,0.29565217391304,34.0
2023-03-06 08:50:40.421042+01:00,0.30434782608696,35.0
2023-03-06 08:55:41.466300+01:00,0.31304347826087,36.0
2023-03-06 09:00:42.687791+01:00,0.29565217391304,34.0
2023-03-06 09:05:43.938529+01:00,0.32173913043478,37.0
2023-03-06 09:10:45.068395+01:00,0.35652173913043,41.0
2023-03-06 09:15:46.279661+01:00,0.34782608695652,40.0
2023-03-06 09:20:47.601475+01:00,0.3304347826087,38.0
2023-03-06 09:25:48.786987+01:00,0.3304347826087,38.0
2023-03-06 09:30:49.956340+01:00,0.37391304347826,43.0
2023-03-06 09:35:51.269637+01:00,0.4,46.0
2023-03-06 09:40:52.374271+01:00,0.40869565217391,47.0
2023-03-06 09:45:53.522464+01:00,0.41739130434783,48.0
2023-03-06 09:50:55.675213+01:00,0.43478260869565,50.0
2023-03-06 09:55:56.759288+01:00,0.47826086956522,55.0
2023-03-06 10:00:58.091234+01:00,0.48695652173913,56.0
2023-03-06 10:05:59.292713+01:00,0.44347826086957,51.0
2023-03-06 10:11:00.454183+01:00,0.45217391304348,52.0
2023-03-06 10:16:05.239871+01:00,0.44347826086957,51.0
2023-03-06 10:21:06.462084+01:00,0.4695652173913,54.0
2023-03-06 10:26:07.676211+01:00,0.47826086956522,55.0
2023-03-06 10:31:08.930855+01:00,0.50434782608696,58.0
2023-03-06 10:36:10.058232+01:00,0.51304347826087,59.0
2023-03-06 10:41:11.413364+01:00,0.48695652173913,56.0
2023-03-06 10:46:12.792576+01:00,0.45217391304348,52.0
2023-03-06 10:51:14.103516+01:00,0.42608695652174,49.0
2023-03-06 10:56:15.165093+01:00,0.42608695652174,49.0
2023-03-06 11:01:16.612917+01:00,0.45217391304348,52.0
2023-03-06 11:06:17.857627+01:00,0.44347826086957,51.0
2023-03-06 11:11:19.013067+01:00,0.46086956521739,53.0
2023-03-06 11:16:20.222784+01:00,0.44347826086957,51.0
2023-03-06 11:21:21.415841+01:00,0.41739130434783,48.0
2023-03-06 11:26:22.646340+01:00,0.4,46.0
2023-03-06 11:31:24.083713+01:00,0.41739130434783,48.0
2023-03-06 11:36:25.283506+01:00,0.41739130434783,48.0
2023-03-06 11:41:26.608496+01:00,0.40869565217391,47.0
2023-03-06 11:46:27.987357+01:00,0.39130434782609,45.0
2023-03-06 11:51:29.141281+01:00,0.43478260869565,50.0
2023-03-06 11:56:30.224961+01:00,0.45217391304348,52.0
2023-03-06 12:01:31.429796+01:00,0.44347826086957,51.0
2023-03-06 12:06:32.686110+01:00,0.43478260869565,50.0
2023-03-06 12:11:33.787720+01:00,0.42608695652174,49.0
2023-03-06 12:16:34.942940+01:00,0.41739130434783,48.0
2023-03-06 12:21:36.033178+01:00,0.43478260869565,50.0
2023-03-06 12:26:37.226129+01:00,0.41739130434783,48.0
2023-03-06 12:31:38.395917+01:00,0.46086956521739,53.0
2023-03-06 12:36:39.475106+01:00,0.46086956521739,53.0
2023-03-06 12:41:40.708380+01:00,0.4695652173913,54.0
2023-03-06 12:46:42.081413+01:00,0.45217391304348,52.0
2023-03-06 12:51:43.158868+01:00,0.41739130434783,48.0
2023-03-06 12:56:44.380466+01:00,0.43478260869565,50.0
2023-03-06 13:01:45.733250+01:00,0.45217391304348,52.0
2023-03-06 13:06:47.009555+01:00,0.43478260869565,50.0
2023-03-06 13:11:48.114980+01:00,0.45217391304348,52.0
2023-03-06 13:16:49.354402+01:00,0.42608695652174,49.0
2023-03-06 13:21:50.453121+01:00,0.43478260869565,50.0
2023-03-06 13:26:51.525583+01:00,0.44347826086957,51.0
2023-03-06 13:31:52.635542+01:00,0.48695652173913,56.0
2023-03-06 13:36:53.776917+01:00,0.48695652173913,56.0
2023-03-06 13:41:55.318494+01:00,0.49565217391304,57.0
